total_commits,total_prs,merged_prs,total_issues_opened,total_issues_closed,review_comments,active_weeks,repos_contributed,total_stars,total_forks,avg_pr_lines_changed,avg_issue_response_hours,commit_trend_score,language_count,impact_score
718,137,27,32,31,59,20,35,14,4,483.3,73.7,0.2,0,53.98
705,96,45,34,16,10,31,28,8,1,294.1,95.2,1.0,11,58.74
613,141,41,17,16,39,28,18,15,3,272.4,130.4,1.0,12,66.75
751,47,1,93,79,61,20,4,10,2,232.5,88.0,0.5,4,49.71
656,82,14,24,16,168,4,2,16,1,524.1,33.9,0.5,6,46.55
101,8,6,125,67,159,44,37,6,1,363.6,11.9,0.2,15,63.9
479,163,15,92,71,190,26,23,14,0,370.2,88.9,1.0,2,56.48
311,19,6,132,24,25,46,14,8,0,315.7,41.8,1.0,5,47.34
764,27,24,147,91,172,29,27,20,2,108.2,67.5,0.5,5,71.05
546,153,113,90,40,140,20,23,7,1,495.7,54.3,0.2,6,58.61
762,65,46,115,57,101,0,2,75,19,310.6,166.9,0.5,0,54.97
307,56,13,80,2,197,52,17,26,5,342.4,96.0,0.2,1,51.43
271,93,74,63,29,65,51,19,5,0,550.7,123.4,1.0,10,61.22
494,44,31,147,24,152,41,19,5,1,228.9,131.1,0.5,11,71.23
123,197,58,2,2,199,40,24,5,1,191.6,94.9,0.5,7,58.56
156,12,10,100,57,192,38,36,7,0,173.9,66.2,0.2,10,66.63
50,140,102,67,10,102,32,27,13,1,80.9,94.0,0.5,12,55.12
667,146,50,143,134,63,15,4,6,1,410.8,96.8,0.2,13,47.29
328,88,76,6,6,78,10,22,9,3,265.3,24.5,0.2,7,65.33
204,175,95,39,5,28,47,3,6,1,88.6,139.9,0.5,0,35.7
312,115,60,5,2,53,47,34,5,1,450.2,92.2,1.0,4,59.04
711,178,171,4,3,149,42,33,5,0,170.4,132.6,1.0,8,81.99
8,17,12,69,46,27,1,18,19,5,138.7,64.0,1.0,3,45.61
323,124,110,136,22,47,12,32,48,11,427.5,6.7,1.0,9,57.85
160,4,2,90,45,160,19,15,198,77,165.5,10.4,0.5,12,66.86
30,142,71,57,9,87,25,8,5,0,576.4,102.9,1.0,7,35.74
436,79,77,84,57,138,8,13,10,2,410.4,34.0,0.2,9,62.63
705,180,134,34,27,197,9,36,26,4,334.4,159.4,0.2,5,60.28
744,7,5,105,52,77,28,40,30,4,467.5,17.9,0.2,0,66.01
780,156,68,145,59,152,14,14,10,1,412.9,80.1,1.0,15,58.2
396,125,60,35,10,49,14,2,7,2,555.3,159.6,0.2,6,34.62
775,52,4,45,28,157,31,20,19,6,256.5,130.4,1.0,12,67.69
760,146,137,134,9,133,6,28,7,2,526.7,41.3,1.0,12,61.36
752,10,8,99,66,195,40,3,5,1,530.6,130.0,0.5,14,63.1
55,176,132,36,29,165,28,5,11,0,467.2,157.6,1.0,4,47.87
402,105,41,115,3,45,29,37,22,7,529.5,15.2,0.5,5,51.73
116,180,115,92,10,134,45,24,11,4,367.2,26.9,1.0,12,59.43
44,196,43,85,72,168,9,10,19,2,427.2,70.5,0.5,14,41.87
134,51,0,64,1,117,31,31,8,0,529.6,40.0,1.0,15,47.47
464,104,56,20,19,153,0,15,20,2,377.2,137.8,0.2,1,52.62
357,9,2,8,4,84,5,3,5,1,96.8,47.8,1.0,5,46.42
466,191,148,92,4,23,49,19,6,2,492.2,127.4,1.0,2,55.38
711,70,42,134,105,134,13,13,9,0,437.8,105.7,0.2,15,58.78
741,176,154,73,54,155,20,16,8,3,212.3,21.8,1.0,15,74.18
504,46,39,59,45,74,12,0,5,1,478.0,123.9,0.2,13,51.38
423,11,5,89,71,163,13,0,9,2,152.7,11.4,0.5,10,59.32
341,87,50,145,7,44,12,21,16,5,287.5,79.7,0.2,4,46.61
493,39,29,137,85,118,50,26,28,1,312.6,94.9,1.0,10,78.08
591,175,84,90,8,38,17,1,6,1,320.6,27.9,1.0,12,49.63
191,152,29,78,40,181,2,17,7,1,142.6,75.9,0.5,6,44.51
383,200,9,51,5,113,32,1,14,5,92.4,57.1,0.5,9,49.32
794,83,18,25,16,173,8,13,11,2,428.2,87.8,0.2,9,55.51
608,22,10,119,113,11,6,33,13,4,13.5,127.4,1.0,6,51.78
328,51,12,73,35,136,20,28,10,1,94.5,19.2,1.0,3,57.81
326,69,18,72,31,43,4,19,9,1,266.2,21.9,0.5,1,47.16
108,98,6,22,13,100,11,38,21,5,414.1,74.9,0.5,9,44.11
776,171,136,20,14,145,8,5,15,5,281.0,76.5,1.0,14,67.83
481,59,14,36,16,93,25,11,11,3,473.3,148.2,0.5,15,55.88
359,122,59,43,18,196,22,38,8,1,243.4,120.0,0.2,10,60.02
569,166,18,77,68,118,25,37,7,1,328.8,163.6,0.5,2,54.21
605,110,100,111,72,87,34,15,5,1,443.6,119.6,0.5,3,66.0
606,152,118,83,71,24,52,28,5,1,41.8,18.3,1.0,12,70.85
62,23,6,35,0,193,9,9,7,1,369.3,75.1,0.2,10,37.11
306,145,77,111,91,88,5,37,5,1,242.5,21.4,0.5,1,53.85
54,0,0,143,91,28,18,1,5,1,236.6,53.4,0.5,12,36.06
390,111,69,54,42,44,30,8,5,0,554.7,141.1,0.2,9,52.23
137,2,0,4,1,184,31,27,58,5,82.3,135.4,0.5,13,49.74
638,46,29,130,108,141,52,28,6,0,254.9,1.2,0.5,7,77.29
559,147,93,8,0,145,30,23,5,1,414.3,23.9,1.0,8,61.94
476,132,20,133,22,62,30,40,12,4,46.8,106.5,1.0,9,52.46
547,199,2,120,58,131,30,36,12,2,576.3,134.1,0.5,5,50.88
36,177,152,77,72,66,3,40,7,0,31.0,166.4,1.0,0,42.73
517,19,8,64,16,157,17,17,18,0,66.9,29.3,1.0,4,61.04
674,114,47,44,16,200,44,15,7,2,517.2,57.6,0.2,4,55.33
507,192,105,98,30,169,28,40,5,1,505.1,9.1,0.5,3,57.64
53,42,29,102,60,77,30,34,5,1,234.0,44.1,1.0,13,65.47
459,97,86,80,67,174,2,6,26,7,573.7,72.5,1.0,8,62.73
343,69,34,25,8,167,37,25,7,2,145.1,112.9,0.2,10,58.42
320,140,2,2,0,3,26,6,8,2,210.9,121.8,0.5,6,28.88
34,6,4,23,1,152,42,13,37,10,424.8,20.2,1.0,4,49.92
663,144,47,28,22,47,16,18,7,2,383.3,155.0,0.5,13,56.12
708,170,82,65,20,199,4,17,13,2,199.6,10.1,0.5,5,59.54
205,156,100,45,41,125,6,9,8,1,368.4,17.8,0.5,8,52.83
105,8,1,18,18,186,16,28,5,1,391.7,0.1,0.2,12,48.29
400,147,0,131,125,122,27,25,17,5,471.2,90.7,0.2,12,61.68
705,199,123,31,22,85,43,19,7,1,575.3,15.2,1.0,10,74.52
784,74,25,45,35,10,24,12,6,1,64.1,115.7,0.5,2,48.51
647,112,94,48,8,9,12,1,11,2,293.5,10.6,1.0,9,46.3
460,4,0,86,7,86,50,2,7,0,392.3,87.9,1.0,4,47.73
758,148,59,18,1,188,9,31,10,2,550.8,7.7,1.0,4,59.88
314,24,14,43,37,16,52,6,5,1,369.4,10.6,0.2,13,54.43
345,188,173,102,41,30,43,36,8,1,578.8,35.8,0.2,5,55.9
144,193,106,43,23,141,10,28,6,1,80.0,132.9,1.0,12,53.69
796,40,1,124,10,1,0,11,28,8,356.2,47.7,1.0,15,41.67
655,69,66,115,52,61,11,39,10,2,430.3,102.8,0.2,9,56.86
356,107,0,142,60,49,7,33,61,16,517.6,165.8,1.0,7,42.1
213,70,6,49,7,38,43,30,7,0,553.6,9.1,0.5,9,45.47
214,111,32,85,78,194,29,2,5,0,322.4,26.6,0.2,15,48.99
240,184,113,148,83,107,12,20,5,0,136.7,39.8,0.5,6,56.14
384,56,4,120,74,124,3,27,5,1,273.0,65.1,0.2,14,51.9
276,51,21,32,2,177,36,3,6,0,279.3,70.3,0.5,7,45.39
302,154,40,43,36,141,14,5,7,1,517.3,36.4,0.5,14,48.21
753,63,31,83,55,148,14,37,35,12,539.0,70.2,0.2,1,63.22
481,187,129,8,6,135,25,30,15,4,58.8,83.2,0.2,0,62.48
223,33,22,75,30,165,5,1,7,1,422.0,144.1,1.0,0,36.19
465,118,98,35,25,47,50,23,9,2,0.8,105.4,0.5,10,65.36
770,69,69,147,53,175,5,39,20,6,32.9,158.8,1.0,11,66.08
52,28,12,93,59,158,2,23,6,1,422.9,94.2,0.2,4,40.52
116,166,122,148,53,192,47,14,6,2,302.1,71.1,0.2,2,53.4
381,88,57,124,64,134,7,30,11,3,319.7,49.1,1.0,11,65.86
67,48,29,22,2,100,11,18,41,3,98.9,18.8,0.2,15,44.21
154,52,33,5,2,106,43,34,29,6,252.1,123.9,0.2,9,62.03
237,133,85,105,74,87,41,20,7,1,318.1,92.1,0.5,9,62.62
580,33,19,43,16,58,30,23,52,16,28.4,59.3,0.5,5,61.93
548,73,23,44,44,170,50,9,5,0,596.3,96.5,0.5,8,61.85
378,47,13,143,8,170,20,22,5,1,585.3,89.7,0.2,0,41.68
148,117,40,39,0,189,34,32,6,1,284.3,48.7,1.0,4,53.9
578,186,113,86,14,187,30,2,5,1,184.8,67.5,0.2,14,58.44
622,164,49,149,134,56,50,17,5,0,509.7,113.7,0.2,12,61.38
199,125,40,130,14,170,23,25,5,1,221.8,62.6,0.5,11,49.81
574,22,6,113,94,106,51,28,6,1,582.2,71.2,0.5,4,70.87
601,153,22,36,13,77,30,33,88,6,576.1,127.0,0.2,0,47.67
424,44,35,118,90,145,48,8,5,1,173.7,82.4,0.5,9,74.31
505,143,118,57,1,0,9,16,6,1,381.9,20.9,1.0,9,48.76
704,165,62,7,1,195,17,31,157,11,447.3,97.6,1.0,13,65.32
264,160,121,30,11,131,46,36,5,0,349.0,24.6,0.5,4,60.89
369,107,81,91,6,74,18,33,9,0,116.3,105.5,0.2,5,53.27
556,82,40,77,34,175,44,23,5,1,494.0,2.2,1.0,9,68.02
348,41,6,55,9,128,14,12,14,3,413.8,160.0,1.0,3,45.32
427,117,117,19,3,33,1,30,6,1,83.4,74.2,1.0,10,57.57
762,30,7,32,9,176,14,19,5,0,47.2,116.1,0.2,2,50.26
19,198,123,110,5,50,6,2,14,3,35.6,20.0,0.5,1,32.6
772,24,3,52,37,51,11,22,5,0,447.7,46.6,1.0,11,55.25
360,41,32,61,32,145,4,6,15,4,317.3,120.3,0.5,5,54.84
742,25,6,129,121,93,44,37,5,1,64.4,140.2,0.5,13,64.68
219,131,58,104,14,194,20,7,7,1,297.5,60.7,0.5,1,46.12
394,72,58,79,56,57,35,26,6,2,113.3,11.7,0.5,11,70.19
183,3,3,26,12,112,33,5,5,0,417.0,164.2,1.0,5,56.96
346,51,38,103,15,59,27,31,6,1,349.2,45.9,1.0,12,61.97
364,121,85,103,62,130,17,9,13,1,150.4,83.5,1.0,4,64.63
69,127,6,45,24,154,43,20,5,1,57.8,12.9,1.0,15,55.28
477,51,18,127,125,129,16,34,6,2,328.0,160.0,0.2,13,61.48
460,80,48,113,58,9,2,11,8,2,181.8,118.6,0.5,13,49.36
137,79,49,124,97,28,36,31,10,2,343.3,80.0,0.2,1,45.03
386,157,90,72,41,15,1,37,5,1,209.3,124.7,0.2,10,51.61
389,24,13,88,45,105,22,3,10,1,388.8,99.5,1.0,2,51.64
173,5,4,83,4,117,42,27,8,2,160.0,116.9,1.0,0,58.1
324,96,73,99,41,146,6,31,5,1,201.6,84.5,1.0,10,65.08
446,51,31,19,17,54,18,16,5,1,241.2,37.9,1.0,2,64.1
734,148,24,86,34,17,36,33,7,0,477.4,109.5,0.5,9,46.69
204,106,51,64,58,171,48,35,5,0,422.0,144.9,1.0,15,62.49
218,169,119,68,68,157,49,27,30,9,35.9,33.7,0.5,4,69.21
783,76,55,105,40,16,40,13,17,2,172.2,27.0,1.0,7,70.53
415,61,7,38,12,7,15,19,7,1,261.7,108.7,0.2,6,42.88
264,71,70,45,41,10,46,31,13,0,537.9,52.7,0.5,2,58.12
416,93,85,23,12,185,8,15,5,1,559.8,87.7,1.0,8,58.83
614,31,20,84,74,188,24,15,31,3,64.1,36.0,0.5,14,70.99
418,65,7,125,68,95,44,7,6,1,409.6,161.8,0.2,11,47.71
315,5,5,8,0,176,50,15,6,1,383.4,117.7,1.0,3,61.19
547,60,54,113,49,2,25,16,6,2,454.0,50.0,0.2,14,51.36
785,164,104,8,4,20,52,31,7,1,504.7,120.5,0.2,5,53.17
715,66,64,16,11,107,38,35,12,2,16.4,8.8,1.0,5,73.18
139,0,0,102,25,160,19,20,8,0,149.8,119.9,1.0,4,41.79
608,175,105,81,57,122,47,8,6,1,496.1,134.3,0.2,2,56.77
386,146,57,5,0,142,41,39,9,3,584.5,33.3,1.0,5,60.51
50,102,79,109,76,66,9,5,41,4,340.3,2.4,1.0,13,51.46
689,126,15,57,45,52,12,17,6,1,78.1,143.9,1.0,6,46.54
289,186,173,48,26,46,26,9,5,1,141.3,75.8,0.2,11,51.98
87,2,1,34,20,177,25,13,11,3,441.7,43.0,0.2,1,42.41
53,85,30,120,116,90,38,38,11,3,3.2,84.8,0.5,9,57.31
135,143,10,148,45,66,10,32,7,1,280.9,15.1,1.0,13,45.85
145,66,14,80,5,32,31,17,12,4,169.8,147.3,1.0,8,42.49
168,80,62,38,35,168,40,28,5,0,137.9,6.0,0.5,5,65.61
722,119,55,29,28,126,2,28,6,1,291.1,82.8,1.0,4,64.12
290,46,10,130,69,144,42,37,5,1,2.5,128.8,0.2,13,54.34
78,63,63,24,10,6,18,7,6,1,570.7,140.6,0.2,0,34.41
675,122,58,68,0,84,2,39,37,6,438.9,123.4,1.0,4,54.98
216,12,12,72,41,14,47,4,8,2,55.5,42.9,0.2,12,56.71
166,99,99,103,36,165,48,9,5,1,259.4,135.5,0.5,4,60.5
367,170,24,94,65,51,31,28,21,4,337.8,71.1,0.5,11,54.76
436,23,1,131,87,118,43,14,10,2,558.4,88.6,1.0,2,55.33
297,119,55,20,15,76,9,8,10,1,149.2,71.9,1.0,1,45.45
525,27,16,108,52,24,29,36,15,2,351.3,129.1,0.2,3,51.42
758,169,118,45,11,100,2,5,7,2,188.4,121.6,1.0,14,58.24
191,54,11,20,19,66,43,6,7,0,237.0,2.2,1.0,15,56.64
471,177,103,124,38,158,52,39,6,1,414.2,66.4,0.5,2,63.64
114,4,1,6,1,123,41,9,10,2,375.6,132.7,0.2,2,39.29
308,197,118,37,30,108,1,7,5,0,421.6,161.9,0.5,0,43.04
206,75,72,100,6,85,0,6,9,2,587.7,142.6,1.0,9,40.93
37,124,51,124,65,151,46,39,31,11,520.6,39.0,0.2,0,48.92
65,68,53,121,14,126,39,22,7,1,96.8,122.0,0.5,11,55.94
448,59,32,56,37,175,21,38,17,5,281.1,148.4,1.0,12,73.07
689,167,92,120,102,41,39,13,6,1,400.2,21.7,0.2,5,56.64
620,125,12,106,63,77,15,13,8,3,215.3,43.8,1.0,5,61.51
515,8,1,86,55,29,39,14,5,0,154.7,57.2,0.5,1,57.54
788,142,68,38,32,154,42,6,11,4,262.7,76.8,0.2,3,65.21
104,143,10,129,26,42,40,7,19,7,94.2,49.1,0.5,15,38.88
750,25,4,93,42,35,7,12,7,1,461.4,41.2,0.5,10,44.8
272,95,91,106,46,161,42,15,5,1,253.0,38.3,0.5,13,69.87
419,117,109,132,92,7,28,9,13,3,310.4,11.7,0.5,10,56.77
444,15,12,9,2,147,3,40,67,22,525.5,163.4,0.5,12,62.35
697,179,141,77,40,88,0,17,23,6,88.1,67.9,1.0,6,67.13
633,166,113,88,83,103,49,12,20,1,322.5,65.5,1.0,4,71.98
532,138,72,54,5,130,35,19,8,2,96.0,4.7,1.0,8,69.15
743,108,64,28,23,15,23,16,9,1,28.6,109.4,0.2,14,58.66
305,146,1,116,43,60,51,37,8,2,376.6,89.6,1.0,7,52.43
732,146,35,96,66,188,15,6,6,1,493.7,60.7,0.2,4,50.34
728,108,106,105,10,23,3,27,21,4,267.7,62.0,1.0,12,59.47
404,67,63,108,56,176,31,26,15,1,76.3,119.5,0.2,3,62.05
711,54,29,121,4,191,10,35,6,2,361.0,68.6,0.2,11,55.39
156,30,11,78,47,77,18,31,5,0,470.3,70.9,0.5,9,45.64
220,46,31,0,0,31,35,22,5,0,288.7,52.0,0.5,10,51.57
737,155,33,35,32,162,29,28,10,1,436.7,15.0,1.0,13,65.17
396,59,57,101,43,138,2,28,12,3,519.6,118.8,1.0,9,59.92
572,21,6,138,13,145,33,12,12,2,11.2,110.6,1.0,5,55.21
19,70,26,62,53,180,37,28,5,1,192.3,98.9,0.5,0,51.9
24,135,81,97,32,23,7,6,8,1,109.6,129.1,0.2,9,32.28
417,173,43,15,10,46,1,3,6,0,85.5,150.0,0.5,12,45.39
53,51,15,150,60,126,32,32,6,0,36.4,78.1,0.5,2,41.73
495,7,6,59,58,4,17,35,45,12,147.8,93.2,0.2,9,63.46
651,128,52,36,23,138,10,15,8,1,546.9,75.9,0.2,14,54.48
635,74,21,0,0,15,30,17,9,3,228.1,59.0,1.0,6,52.78
46,41,34,144,17,76,5,25,11,3,435.0,167.8,0.5,6,37.71
625,129,81,87,81,66,48,28,6,1,193.0,35.4,1.0,10,83.43
661,0,0,121,0,2,43,11,7,2,422.0,128.1,1.0,2,40.96
664,166,19,137,7,171,28,7,6,2,496.5,60.1,0.2,0,45.65
197,113,1,56,47,5,48,17,10,2,114.9,137.1,1.0,9,51.52
735,56,14,126,123,92,2,17,7,2,363.6,1.2,1.0,12,63.92
512,126,21,141,49,168,47,36,10,2,105.3,98.8,1.0,2,65.94
130,66,29,133,70,49,43,1,124,36,319.8,42.5,1.0,14,57.91
689,166,13,82,55,104,17,7,10,2,216.9,127.5,1.0,7,58.45
48,71,53,136,114,80,0,25,5,0,343.1,4.3,1.0,7,53.37
76,63,25,42,21,79,4,40,9,0,259.2,4.0,1.0,10,50.28
256,63,13,121,30,87,3,21,8,1,43.7,100.8,0.5,3,38.32
87,15,1,96,40,177,4,8,5,1,32.9,102.6,0.5,2,28.19
104,173,14,143,13,75,24,25,5,1,139.9,100.7,1.0,0,38.14
438,158,158,25,10,166,43,1,7,1,115.5,17.3,1.0,2,67.42
607,49,36,32,32,65,22,26,7,1,111.6,23.1,0.2,1,66.84
525,166,91,79,74,138,49,9,5,0,205.7,62.0,0.2,4,71.62
58,60,32,143,13,108,22,12,60,16,120.8,11.5,0.2,15,49.58
614,177,84,148,144,85,39,19,7,0,272.6,132.6,0.2,15,61.11
224,0,0,57,44,58,29,39,5,1,461.0,136.9,1.0,12,47.81
6,92,1,18,11,7,35,7,5,1,378.8,153.3,0.5,1,25.55
30,50,12,72,22,56,16,11,6,1,107.1,3.6,0.5,3,39.54
388,167,28,86,26,78,29,15,6,1,102.8,88.5,1.0,13,56.28
728,16,3,36,8,48,12,34,6,1,359.7,164.1,0.2,1,41.15
548,75,19,83,31,13,40,17,19,6,581.0,148.8,0.2,2,43.58
481,169,157,16,5,130,24,32,6,1,107.4,119.7,1.0,15,69.44
274,148,102,149,9,53,14,12,7,0,131.2,71.4,0.5,5,42.59
383,65,10,34,5,75,28,33,6,1,279.2,104.3,0.5,14,50.84
509,81,34,97,3,45,28,14,6,0,540.9,49.5,1.0,2,49.4
283,58,6,30,2,92,2,34,5,0,197.5,50.9,1.0,8,50.87
141,192,183,139,66,2,49,19,6,1,598.1,158.9,1.0,0,50.27
483,167,131,38,25,58,14,13,7,1,471.6,127.3,1.0,14,57.46
192,109,98,106,26,112,28,35,5,0,524.3,51.3,1.0,0,54.64
511,168,90,86,28,107,27,25,13,3,179.8,98.6,1.0,1,68.3
338,145,100,97,26,100,4,34,6,1,197.3,161.6,1.0,9,58.66
95,43,6,141,45,8,52,38,7,0,41.7,161.8,0.5,6,38.09
71,116,7,94,66,2,10,20,18,3,94.2,18.6,1.0,13,45.66
489,190,17,99,26,33,13,19,7,2,284.9,101.4,0.5,6,43.32
282,51,0,36,28,16,52,25,9,1,197.3,95.6,0.5,14,56.5
473,147,10,23,9,165,29,22,11,3,178.5,103.0,0.2,13,61.74
750,110,58,98,84,46,44,36,5,1,26.2,148.8,0.2,8,65.85
643,137,74,17,6,126,26,35,5,0,453.2,84.7,0.5,13,58.77
518,11,7,6,0,163,44,29,6,1,513.5,66.6,0.2,8,62.64
117,181,34,83,59,124,29,4,5,1,428.1,73.5,0.5,8,42.94
18,155,25,45,18,31,34,25,5,1,6.7,45.9,0.5,11,37.76
182,55,45,8,8,55,28,3,16,5,384.6,120.4,0.2,12,48.99
612,1,0,96,25,63,23,15,5,0,16.8,2.4,0.2,2,41.99
225,24,21,42,10,11,26,32,5,0,337.2,31.8,0.2,12,49.99
218,27,11,82,22,3,25,20,5,0,132.1,110.5,0.5,11,43.31
44,17,6,105,38,196,38,31,75,6,321.7,166.4,1.0,5,53.18
332,161,99,34,21,44,40,20,63,17,40.5,3.0,1.0,14,69.84
391,130,59,128,3,59,1,39,12,1,141.8,72.0,0.2,2,47.62
303,51,9,96,26,164,2,15,27,7,567.5,124.2,0.5,4,43.07
284,81,5,133,106,165,52,18,12,1,439.7,57.6,0.2,1,56.75
254,175,56,97,66,82,11,28,9,0,295.0,160.2,0.2,4,43.47
209,32,5,44,37,140,50,13,5,0,435.0,52.3,1.0,6,55.41
254,77,36,147,114,162,12,17,18,3,570.6,60.4,0.5,5,54.05
482,112,54,129,110,194,9,30,5,0,512.4,127.5,0.5,4,53.69
389,118,39,116,36,96,35,38,7,1,428.9,32.9,0.2,0,51.74
13,128,95,125,51,106,25,23,6,0,592.5,12.0,0.2,3,43.56
198,195,111,65,44,130,45,31,9,1,34.6,64.7,0.5,7,62.71
248,122,4,92,80,180,43,1,11,3,156.8,76.5,1.0,4,54.93
678,41,0,29,24,23,41,24,7,1,540.6,87.1,0.2,13,56.61
169,109,32,77,64,136,42,24,9,2,451.5,155.3,0.2,3,47.13
352,36,17,53,47,101,44,19,5,0,295.0,16.3,1.0,13,68.3
537,106,83,73,55,43,11,23,5,0,291.9,84.4,0.2,14,58.26
205,15,5,49,16,104,28,40,25,2,381.9,13.4,0.2,12,53.13
127,70,8,87,3,149,15,30,7,2,5.7,44.7,0.2,1,38.65
7,96,77,133,68,124,30,21,9,1,409.1,57.6,0.5,7,53.59
369,170,102,96,78,14,22,21,14,0,522.3,67.5,0.2,0,42.68
286,179,63,94,57,158,43,30,8,2,1.9,107.2,0.5,0,50.96
648,92,5,83,56,59,38,31,7,1,48.8,71.9,0.5,3,55.51
199,182,36,133,129,8,8,31,14,2,403.8,92.2,0.5,5,36.6
456,29,15,138,61,62,13,10,12,3,53.7,73.1,1.0,0,54.2
392,196,71,56,46,65,42,30,37,10,399.3,155.0,1.0,15,69.42
92,177,85,57,36,196,38,4,9,1,430.5,123.6,0.5,13,47.12
118,74,11,28,2,87,47,37,31,9,69.7,61.8,0.5,12,51.84
590,188,0,79,7,151,34,12,17,6,191.8,61.3,1.0,4,57.71
227,27,12,2,2,117,20,9,15,2,131.3,114.2,0.2,9,54.39
149,191,170,8,5,79,32,7,6,2,344.4,106.0,0.2,15,50.04
60,85,19,53,46,57,44,3,27,8,514.1,122.2,0.5,5,47.81
22,140,100,86,54,173,30,22,12,2,316.7,47.6,1.0,6,57.21
99,33,20,148,13,181,19,29,10,2,265.1,81.1,0.2,6,45.91
223,191,50,2,1,185,36,6,10,3,88.6,159.7,0.5,5,48.48
485,45,3,30,16,166,21,37,7,0,433.5,41.2,0.2,7,52.91
406,125,38,44,41,190,24,5,13,4,390.2,46.2,1.0,14,59.08
84,31,31,130,57,5,37,36,92,20,416.2,15.9,1.0,5,57.16
393,123,82,111,38,146,8,6,6,1,517.3,90.3,0.5,0,41.22
542,125,8,132,31,192,48,13,47,17,108.4,100.6,0.2,0,61.69
568,114,102,80,15,10,8,36,5,0,337.5,143.0,0.2,2,48.27
372,139,43,108,84,0,15,19,5,1,542.8,49.3,1.0,14,48.37
143,147,125,80,66,90,38,34,8,2,397.6,7.5,0.2,6,62.84
220,34,13,91,35,32,46,39,7,1,156.4,109.2,0.2,12,56.56
467,21,8,108,88,36,34,13,5,1,597.2,117.1,0.2,11,48.99
523,154,41,107,105,39,20,27,6,2,148.5,45.4,1.0,3,60.2
700,140,104,16,10,163,5,23,24,7,87.8,134.1,0.5,0,66.74
227,96,13,31,11,134,46,19,9,2,57.3,58.6,1.0,9,62.43
564,69,12,12,2,81,48,24,5,1,406.7,132.5,1.0,12,58.42
9,175,131,39,8,36,24,36,12,0,435.3,163.7,1.0,7,40.15
694,155,107,117,23,112,22,29,7,1,256.7,158.2,0.2,9,61.47
312,104,98,80,11,162,5,4,11,4,99.1,9.6,1.0,9,56.34
567,126,103,2,1,173,32,8,7,1,598.8,149.2,1.0,3,57.01
763,1,1,136,88,62,47,33,10,0,269.2,28.3,1.0,7,79.48
179,19,11,34,32,90,3,27,7,0,581.8,56.8,1.0,7,54.42
120,74,38,123,37,67,13,0,12,2,130.5,51.2,1.0,1,35.66
474,158,124,14,5,1,39,29,6,1,3.1,149.6,0.2,12,52.8
503,50,5,135,131,39,26,7,25,1,461.7,42.0,0.5,12,53.77
383,76,46,109,23,137,51,17,5,1,503.6,27.2,0.5,13,68.94
726,50,7,48,18,10,8,25,7,1,19.0,111.9,0.5,8,42.98
121,107,62,140,126,174,45,8,6,1,529.1,84.3,1.0,12,61.38
21,32,9,88,64,3,49,15,5,1,257.8,100.3,0.2,13,48.1
491,74,36,124,10,194,27,15,9,2,112.1,47.2,0.2,8,62.0
439,50,30,26,22,186,32,39,5,1,354.7,106.6,0.2,3,61.43
135,102,4,70,24,37,27,1,9,0,30.6,68.4,0.5,7,31.06
62,130,109,13,4,28,17,23,6,1,250.8,53.7,0.2,5,47.08
41,0,0,13,10,190,20,13,6,0,363.9,72.4,0.5,15,39.92
99,171,3,141,33,84,23,23,12,3,362.8,40.0,0.5,6,43.78
598,98,11,27,4,161,47,38,5,1,547.3,109.9,0.2,6,53.56
76,139,87,77,60,194,12,34,11,0,115.0,92.5,0.5,11,48.3
374,114,80,30,29,111,4,30,7,2,302.3,3.7,1.0,8,67.04
46,144,15,48,47,101,31,34,19,7,99.3,126.1,0.5,12,52.71
410,155,69,52,11,0,10,36,5,1,527.5,132.8,0.5,8,39.67
725,68,15,43,14,11,34,15,6,1,565.2,46.7,0.2,8,48.73
52,164,63,53,34,29,0,22,9,3,194.7,159.0,1.0,8,42.3
626,75,41,14,10,2,52,22,5,1,106.0,163.2,1.0,3,58.36
739,190,176,97,83,65,40,40,9,1,265.3,54.5,0.2,12,75.51
743,111,47,37,30,23,31,11,7,2,105.7,95.7,1.0,5,59.14
663,72,2,79,20,45,52,25,10,1,86.1,71.6,0.5,12,61.55
744,192,3,25,12,98,1,7,16,5,386.7,7.3,0.2,2,46.49
274,36,0,2,0,138,47,21,17,1,83.5,127.6,0.5,5,49.65
249,14,8,68,15,5,52,2,5,0,306.9,140.5,0.2,0,39.45
229,6,1,109,49,37,22,18,5,1,230.8,148.5,0.2,15,44.59
104,72,45,19,19,85,7,23,27,10,537.4,101.6,0.2,13,52.65
543,85,76,46,43,108,9,19,9,1,525.2,45.5,0.5,11,71.91
728,19,0,38,9,81,9,24,7,2,585.8,136.9,0.2,13,44.0
744,71,18,23,10,32,11,24,6,1,288.8,163.4,1.0,10,56.42
251,98,53,140,127,137,34,31,8,2,230.8,97.6,0.5,7,69.74
719,22,7,92,0,52,1,23,8,3,552.5,10.0,0.5,11,51.7
142,75,58,36,35,107,15,13,16,1,82.7,161.6,1.0,4,50.38
386,187,6,108,47,13,44,6,10,0,502.5,146.2,0.2,4,35.36
78,3,3,38,11,120,47,8,12,3,179.7,69.1,0.5,14,63.0
800,165,3,73,14,39,3,2,9,0,96.2,66.6,0.5,14,34.56
585,128,78,58,27,40,17,5,8,3,75.1,35.6,1.0,1,50.79
